SampleID	Species	Genus	Confer	Family	Order	Superclass	Phylum	Kingdom	Completeness
JX878885.1	tibetanus	Bufo	.	Bufonidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_020048.1	tibetanus	Bufo	.	Bufonidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_027686.1	stejnegeri	Bufo	.	Bufonidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
KR136211.1	stejnegeri	Bufo	.	Bufonidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
KT223827.1	raddei	Strauchbufo	.	Bufonidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_028424.1	raddei	Bufotes	.	Bufonidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_050665.1	variabilis	Bufotes	.	Bufonidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
MT410958.1	sitibundus	Bufotes	.	Bufonidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
MK855100.1	pewzowi	Bufotes	.	Bufonidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_047225.1	pewzowi	Bufotes	.	Bufonidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
MN968722.1	turanensis	Bufotes	.	Bufonidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_062077.1	turanensis	Bufotes	.	Bufonidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_046047.1	zamdaensis	Bufotes	.	Bufonidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
MK867845.1	zamdaensis	Bufotes	.	Bufonidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_082080.1	anchietae	Ptychadena	.	Ptychadenidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
OR211557.1	anchietae	Ptychadena	.	Ptychadenidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_082082.1	wadei	Ptychadena	.	Ptychadenidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
OR211559.1	wadei	Ptychadena	.	Ptychadenidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
OR228592.1	cooperi	Ptychadena	.	Ptychadenidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_082084.1	cooperi	Ptychadena	.	Ptychadenidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_082089.1	goweri	Ptychadena	.	Ptychadenidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
OR223639.1	goweri	Ptychadena	.	Ptychadenidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
OR223595.1	beka	Ptychadena	.	Ptychadenidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_082088.1	beka	Ptychadena	.	Ptychadenidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
OR223688.1	harenna	Ptychadena	.	Ptychadenidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_082093.1	harenna	Ptychadena	.	Ptychadenidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_082092.1	neumanni	Ptychadena	.	Ptychadenidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
OR223677.1	neumanni	Ptychadena	.	Ptychadenidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_082091.1	delphina	Ptychadena	.	Ptychadenidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
OR223662.1	delphina	Ptychadena	.	Ptychadenidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_082090.1	doro	Ptychadena	.	Ptychadenidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
OR223650.1	doro	Ptychadena	.	Ptychadenidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
OR223694.1	robeensis	Ptychadena	.	Ptychadenidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_082094.1	robeensis	Ptychadena	.	Ptychadenidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
OR224295.1	erlangeri	Ptychadena	.	Ptychadenidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_082087.1	erlangeri	Ptychadena	.	Ptychadenidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
OR224286.1	nana	Ptychadena	.	Ptychadenidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_082086.1	nana	Ptychadena	.	Ptychadenidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_082085.1	levenorum	Ptychadena	.	Ptychadenidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
OR224276.1	levenorum	Ptychadena	.	Ptychadenidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
KP013096.1	okaloosae	Rana	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_028283.1	okaloosae	Rana	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
ON746668.1	catesbeianus	Lithobates	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_068690.1	khasianus	Limnonectes	.	Dicroglossidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_022696.1	catesbeiana	Rana	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
KF049927.1	catesbeiana	Rana	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_028296.1	draytonii	Rana	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
KP013110.1	draytonii	Rana	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_069580.1	zhenhaiensis	Rana	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
OL681880.1	zhenhaiensis	Rana	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_061370.1	longicrus	Rana	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
MZ680528.1	longicrus	Rana	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
MZ571365.1	johnsi	Rana	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_058599.1	johnsi	Rana	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_027236.1	sylvatica	Rana	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
KP222281.1	sylvatica	Rana	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_034983.1	wuchuanensis	Odorrana	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
KU680791.1	wuchuanensis	Odorrana	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
KJ815050.1	margaretae	Odorrana	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_024603.1	margaretae	Odorrana	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
MT757792.1	jingdongensis	Odorrana	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_065297.1	jingdongensis	Odorrana	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_063649.1	femoralis	Dryophytes	.	Hylidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
MW002722.1	femoralis	Dryophytes	.	Hylidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_063648.1	andersonii	Dryophytes	.	Hylidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
MW002696.1	andersonii	Dryophytes	.	Hylidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
MH571152.1	tocantins	Pseudis	.	Hylidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_041426.1	tocantins	Pseudis	.	Hylidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_062326.1	sanchiangensis	Hyla	.	Hylidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
MZ508281.1	sanchiangensis	Hyla	.	Hylidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
KT964710.1	ussuriensis	Hyla	.	Hylidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_029410.1	ussuriensis	Hyla	.	Hylidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_006403.1	chinensis	Hyla	.	Hylidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
AY458593.1	chinensis	Hyla	.	Hylidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
AB167711.1	suspectum	Heloderma	.	Helodermatidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
NC_008776.1	suspectum	Heloderma	.	Helodermatidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
NC_005959.1	crocodilurus	Shinisaurus	.	Shinisauridae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
AB080274.1	crocodilurus	Shinisaurus	.	Shinisauridae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
MK370740.1	capito	Plestiodon	.	Scincidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
NC_060292.1	capito	Plestiodon	.	Scincidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
MK370739.1	tunganus	Plestiodon	.	Scincidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
NC_045232.1	tunganus	Plestiodon	.	Scincidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
NC_024576.1	elegans	Plestiodon	.	Scincidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
KJ643142.1	elegans	Plestiodon	.	Scincidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
NC_005958.1	graminea	Abronia	.	Anguidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
AB080273.1	graminea	Abronia	.	Anguidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
NC_071252.1	apodus	Pseudopus	.	Anguidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
OP493524.1	apodus	Pseudopus	.	Anguidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
EU443256.1	fragilis	Anguis	.	Anguidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
NC_012431.1	fragilis	Anguis	.	Anguidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
NC_048976.1	colchica	Anguis	.	Anguidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
KX236330.1	colchica	Anguis	.	Anguidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
NC_048956.1	veronensis	Anguis	.	Anguidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
KX236332.1	veronensis	Anguis	.	Anguidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
KU052866.1	cephallonica	Anguis	.	Anguidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
NC_030273.1	cephallonica	Anguis	.	Anguidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
NC_057268.1	hainanensis	Dopasia	.	Anguidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
MN640999.1	hainanensis	Dopasia	.	Anguidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
KF279681.1	harti	Ophisaurus	.	Anguidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
NC_022700.1	harti	Ophisaurus	.	Anguidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
NC_071253.1	sokolovi	Dopasia	.	Anguidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
OP493527.1	sokolovi	Dopasia	.	Anguidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
KJ941042.1	gracilis	Dopasia	.	Anguidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
NC_030369.1	gracilis	Dopasia	.	Anguidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
NC_018777.1	wolteri	Takydromus	.	Lacertidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
JX181764.1	wolteri	Takydromus	.	Lacertidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
NC_026867.1	vivipara	Zootoca	.	Lacertidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
KM401599.1	vivipara	Zootoca	.	Lacertidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
NC_025929.1	przewalskii	Eremias	.	Lacertidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
KM507330.1	przewalskii	Eremias	.	Lacertidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
NC_082081.1	nuerensis	Ptychadena	.	Ptychadenidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
OR211558.1	nuerensis	Ptychadena	.	Ptychadenidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
KT972718.1	butleri	Microhyla	.	Microhylidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_030049.1	butleri	Microhyla	.	Microhylidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_006406.1	heymonsi	Microhyla	.	Microhylidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
AY458596.1	heymonsi	Microhyla	.	Microhylidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_038130.1	mixtura	Microhyla	.	Microhylidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
MF538787.1	mixtura	Microhyla	.	Microhylidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
DQ512876.1	ornata	Microhyla	.	Microhylidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_009422.1	ornata	Microhyla	.	Microhylidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
MN046210.1	fissipes	Microhyla	.	Microhylidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_045110.1	fissipes	Microhyla	.	Microhylidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
KF798195.1	pulchra	Microhyla	.	Microhylidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_024547.1	pulchra	Microhyla	.	Microhylidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_039176.1	taraiensis	Microhyla	.	Microhylidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
MF496241.1	taraiensis	Microhyla	.	Microhylidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_006405.1	pulchra	Kaloula	.	Microhylidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
AY458595.1	pulchra	Kaloula	.	Microhylidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
MG962359.1	verrucosa	Kaloula	.	Microhylidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_039411.1	verrucosa	Kaloula	.	Microhylidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
KT878719.1	rugifera	Kaloula	.	Microhylidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_029409.1	rugifera	Kaloula	.	Microhylidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
JQ692869.1	borealis	Kaloula	.	Microhylidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_020044.1	borealis	Kaloula	.	Microhylidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_030211.1	emeljanovi	Rugosa	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
KU641020.1	emeljanovi	Glandirana	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
KF956111.1	ricketti	Amolops	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_023949.1	ricketti	Amolops	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
KM386618.1	wuyiensis	Amolops	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_025591.1	wuyiensis	Amolops	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
KJ546429.1	mantzorum	Amolops	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_024180.1	mantzorum	Amolops	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
MH922934.1	granulosus	Amolops	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_044901.1	granulosus	Amolops	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_057198.1	latouchii	Hylarana	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
MT702387.1	latouchii	Hylarana	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_068686.1	labialis	Chalcorana	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
ON746662.1	labialis	Chalcorana	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_027827.1	schmackeri	Odorrana	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
KJ149452.1	schmackeri	Odorrana	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
KX056491.1	hainanensis	Odorrana	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_034984.1	hainanensis	Odorrana	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_068691.1	hosii	Odorrana	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
ON746669.1	hosii	Odorrana	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
MT934403.1	exiliversabilis	Odorrana	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_053712.1	exiliversabilis	Odorrana	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
MN417331.1	graminea	Odorrana	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_050884.1	graminea	Odorrana	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
KX233865.1	livida	Odorrana	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_043768.1	livida	Odorrana	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_026896.1	shqipericus	Pelophylax	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
KP814012.1	shqipericus	Pelophylax	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_029198.1	cf.	Pelophylax	terentievi	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_026895.1	kurtmuelleri	Pelophylax	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_029200.1	bedriagae	Pelophylax	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
KP814011.1	kurtmuelleri	Pelophylax	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
KP814009.1	cypriensis	Pelophylax	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_026893.1	cypriensis	Pelophylax	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_025575.1	cretensis	Pelophylax	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
KM677928.1	cretensis	Pelophylax	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_026894.1	epeiroticus	Pelophylax	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
KP814010.1	epeiroticus	Pelophylax	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_029196.1	cf.	Pelophylax	bedriagae	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
KP260931.1	cf.	Pelophylax	terentievi	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
KP260929.1	cf.	Pelophylax	bedriagae	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_029197.1	cf.	Pelophylax	bedriagae	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_029201.1	cf.	Pelophylax	bedriagae	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
KP260934.1	cf.	Pelophylax	bedriagae	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
HQ324232.1	pleskei	Nanorana	.	Dicroglossidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_016119.1	pleskei	Nanorana	.	Dicroglossidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_024843.1	yei	Quasipaa	.	Dicroglossidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
KJ842105.1	yei	Quasipaa	.	Dicroglossidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
FJ432700.1	spinosa	Nanorana	.	Dicroglossidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_013270.1	spinosa	Quasipaa	.	Dicroglossidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
MT561179.1	exilispinosa	Quasipaa	.	Dicroglossidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_056269.1	exilispinosa	Quasipaa	.	Dicroglossidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_021937.1	boulengeri	Quasipaa	.	Dicroglossidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
KC686711.1	boulengeri	Quasipaa	.	Dicroglossidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_024272.1	taihangnica	Nanorana	.	Dicroglossidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
KJ569109.1	taihangnica	Nanorana	.	Dicroglossidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_039094.1	ventripunctata	Nanorana	.	Dicroglossidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
KY594708.1	ventripunctata	Nanorana	.	Dicroglossidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
KP317482.1	parkeri	Nanorana	.	Dicroglossidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_026789.1	parkeri	Nanorana	.	Dicroglossidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
KP260932.1	bedriagae	Pelophylax	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
KP260930.1	cf.	Pelophylax	terentievi	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_029199.1	cf.	Pelophylax	terentievi	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
KP260928.1	cf.	Pelophylax	bedriagae	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
KT750963.1	loloensis	Amolops	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_029250.1	loloensis	Amolops	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
DQ835616.1	tormotus	Amolops	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_009423.1	tormotus	Amolops	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_024748.1	guentheri	Hylarana	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
KM035413.1	guentheri	Hylarana	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
KU246048.1	chaochiaoensis	Rana	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_035803.1	chaochiaoensis	Rana	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_035805.1	omeimontis	Rana	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
KU246050.1	omeimontis	Rana	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
MZ680529.1	hanluica	Rana	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_061371.1	hanluica	Rana	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_060306.1	dabieshanensis	Rana	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
MW526989.1	dabieshanensis	Rana	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_023528.1	dybowskii	Rana	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
KF898355.1	dybowskii	Rana	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_023529.1	cf.	Rana	chensinensis	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
KF898356.1	cf.	Rana	chensinensis	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
KT588071.1	huanrensis	Rana	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_028521.1	huanrensis	Rana	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
MW009067.1	uenoi	Rana	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_056272.1	uenoi	Rana	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
MH536744.1	temporaria	Rana	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_042226.1	temporaria	Rana	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
KU246049.1	kukunoris	Rana	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_035804.1	kukunoris	Rana	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_008774.1	variegatus	Coleonyx	.	Eublepharidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
AB114446.1	variegatus	Coleonyx	.	Eublepharidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
NC_034780.1	robusta	Bavayia	.	Diplodactylidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
AB606969.1	robusta	Bavayia	.	Diplodactylidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
AM493869.1	trigonatus	Paleosuchus	.	Alligatoridae	Crocodylia	Sarcopterygii	Chordata	Metazoa	complete
NC_009732.1	trigonatus	Paleosuchus	.	Alligatoridae	Crocodylia	Sarcopterygii	Chordata	Metazoa	complete
NC_002744.2	crocodilus	Caiman	.	Alligatoridae	Crocodylia	Sarcopterygii	Chordata	Metazoa	complete
AJ404872.2	crocodylus	Caiman	.	Alligatoridae	Crocodylia	Sarcopterygii	Chordata	Metazoa	complete
JN089398.1	lamottei	Crotaphatrema	.	Scolecomorphidae	Gymnophiona	Sarcopterygii	Chordata	Metazoa	complete
NC_019596.1	lamottei	Crotaphatrema	.	Scolecomorphidae	Gymnophiona	Sarcopterygii	Chordata	Metazoa	complete
MN943920.1	liui	Plestiodon	.	Scincidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
NC_070246.1	liui	Plestiodon	.	Scincidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
MN832615.1	reevesii	Scincella	.	Scincidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
NC_054206.1	reevesii	Scincella	.	Scincidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
OK104667.1	neomexicanus	Aspidoscelis	.	Teiidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
NC_067818.1	neomexicanus	Aspidoscelis	.	Teiidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
NC_067816.1	tesselatus	Aspidoscelis	.	Teiidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
OK104665.1	tesselatus	Aspidoscelis	.	Teiidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
NC_067813.1	dixoni	Aspidoscelis	.	Teiidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
OK104656.1	dixoni	Aspidoscelis	.	Teiidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
