SampleID	Species	Genus	Confer	Family	Order	Superclass	Phylum	Kingdom	Completeness
AB218896.1	nakamurai	Pseudaspius	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_008651.1	nakamurai	Tribolodon	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_008681.1	leptocephalus	Pseudaspius	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
AP009058.1	leptocephalus	Pseudaspius	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
AB239597.1	cultratus	Pelecus	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_008663.1	cultratus	Pelecus	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_033920.1	pictum	Pachychilon	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
AP012075.1	pictum	Pachychilon	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_031539.1	melanops	Vimba	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
AP011212.1	melanops	Vimba	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
AP009304.1	bjoerkna	Blicca	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_020355.1	bjoerkna	Blicca	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
AP011264.1	persidis	Acanthobrama	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_031562.1	persidis	Acanthobrama	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_020356.1	brama	Abramis	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
AP009305.1	brama	Abramis	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_008646.1	crysoleucas	Notemigonus	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
AB127393.1	crysoleucas	Notemigonus	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_031563.1	esocinus	Aspiolucius	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
AP011265.1	esocinus	Aspiolucius	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_018825.1	waleckii	Leuciscus	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
JX573111.1	waleckii	Leuciscus	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_024528.1	baicalensis	Leuciscus	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
KF673863.1	baicalensis	Leuciscus	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_063524.1	idus	Leuciscus	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
MT584106.1	idus	Leuciscus	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
KT223568.1	burdigalensis	Leuciscus	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_029426.1	burdigalensis	Leuciscus	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
KT223567.1	oxyrrhis	Leuciscus	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_029425.1	oxyrrhis	Leuciscus	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
ON457584.1	merzbacheri	Leuciscus	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_069632.1	merzbacheri	Leuciscus	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
AP011263.1	erythrophthalmus	Scardinius	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_031561.1	erythrophthalmus	Scardinius	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
AP011281.1	mossulensis	Alburnus	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_031573.1	mossulensis	Alburnus	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_019575.1	tarichi	Alburnus	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
JX844592.1	tarichi	Alburnus	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
AB239593.1	alburnus	Alburnus	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_008659.1	alburnus	Alburnus	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
JX844591.1	istanbulensis	Alburnus	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_019574.1	istanbulensis	Alburnus	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_031629.1	lepidus	Squalius	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
AP011417.1	lepidus	Squalius	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_020357.1	delineatus	Leucaspius	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
AP009307.1	delineatus	Leucaspius	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
AP011214.1	cephalus	Squalius	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_031540.1	cephalus	Squalius	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_068671.1	rutilus	Rutilus	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
OM736797.1	rutilus	Rutilus	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_031574.1	polylepis	Pseudochondrostoma	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
AP011282.1	polylepis	Pseudochondrostoma	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
DQ536427.1	lemmingii	Chondrostoma	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_008108.1	lemmingii	Chondrostoma	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
OR687620.1	almacai	Iberochondrostoma	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_084352.1	almacai	Iberochondrostoma	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
KJ000673.1	ujmonensis	Phoxinus	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_023802.1	ujmonensis	Phoxinus	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_020358.1	phoxinus	Phoxinus	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
AP009309.1	phoxinus	Phoxinus	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_066951.1	egregius	Richardsonius	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
OL457406.1	egregius	Richardsonius	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_033945.1	balteatus	Richardsonius	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
AP012106.1	balteatus	Richardsonius	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_031572.1	elongatus	Clinostomus	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
AP011280.1	elongatus	Clinostomus	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_013763.1	caurinus	Mylocheilus	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
AP010779.1	caurinus	Mylocheilus	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
AP012103.1	macrolepidotus	Pogonichthys	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_033942.1	macrolepidotus	Pogonichthys	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
MG570453.1	maxillingua	Exoglossum	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_037015.1	maxillingua	Exoglossum	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_031571.1	dissimilis	Erimystax	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
AP011277.1	dissimilis	Erimystax	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
OK032449.1	kalawatseti	Oregonichthys	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_066935.1	kalawatseti	Oregonichthys	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
OK583894.1	crameri	Oregonichthys	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_066939.1	crameri	Oregonichthys	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_033943.1	atratulus	Rhinichthys	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
AP012104.1	atratulus	Rhinichthys	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_037010.1	obtusus	Rhinichthys	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
MG570416.1	obtusus	Rhinichthys	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_066952.1	umatilla	Rhinichthys	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
OL457423.1	umatilla	Rhinichthys	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
OL435159.1	falcatus	Rhinichthys	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_066949.1	falcatus	Rhinichthys	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
AP012105.1	cataractae	Rhinichthys	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_033944.1	cataractae	Rhinichthys	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_066936.1	osculus	Rhinichthys	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
OK076990.1	osculus	Rhinichthys	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_066796.1	evermanni	Rhinichthys	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
MZ981740.1	evermanni	Rhinichthys	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
AP012096.1	asper	Nocomis	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_033937.1	asper	Nocomis	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
AP012082.1	biguttatus	Nocomis	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_033924.1	biguttatus	Nocomis	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_042391.1	micropogon	Nocomis	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
MH324421.1	micropogon	Nocomis	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
OR552064.1	oligolepis	Campostoma	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_084088.1	oligolepis	Campostoma	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_008102.1	anomalum	Campostoma	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
DQ536421.1	anomalum	Campostoma	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
MT501381.1	diaboli	Dionda	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_054261.1	diaboli	Dionda	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_033922.1	episcopa	Dionda	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
AP012077.1	episcopa	Dionda	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
DQ536431.1	mirabilis	Phenacobius	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_008112.1	mirabilis	Phenacobius	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_084097.1	x-punctatus	Erimystax	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
OR552085.1	x-punctatus	Erimystax	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_033936.1	meeki	Macrhybopsis	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
AP012095.1	meeki	Macrhybopsis	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
OQ301637.1	tetranema	Macrhybopsis	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_072296.1	tetranema	Macrhybopsis	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
AP011275.1	gracilis	Platygobio	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_031569.1	gracilis	Platygobio	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_033939.1	hypselopterus	Pteronotropis	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
AP012099.1	hypselopterus	Pteronotropis	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
AP012076.1	imeldae	Notropis	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_033921.1	imeldae	Notropis	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
AP011268.1	alta	Yuriria	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_031566.1	alta	Yuriria	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_031565.1	lacustris	Algansea	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
AP011267.1	lacustris	Algansea	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_037014.1	hudsonius	Notropis	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
MG570443.1	hudsonius	Notropis	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
AP012087.1	galactura	Cyprinella	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_033928.1	galactura	Cyprinella	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_008643.1	lutrensis	Cyprinella	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
AB070206.1	lutrensis	Cyprinella	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_084095.1	venusta	Cyprinella	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
OR552083.1	venusta	Cyprinella	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_008103.1	spiloptera	Cyprinella	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
DQ536422.1	spiloptera	Cyprinella	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_037011.1	leedsi	Cyprinella	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
MG570431.1	leedsi	Cyprinella	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
OP594310.1	caerulea	Cyprinella	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_068192.1	caerulea	Cyprinella	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_084091.1	maculatus	Notropis	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
OR552071.1	maculatus	Notropis	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_031564.1	ipni	Tampichthys	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
AP011266.1	ipni	Tampichthys	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_080905.1	greenei	Notropis	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
OR002145.1	greenei	Notropis	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_008110.1	stramineus	Notropis	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
DQ536429.1	stramineus	Notropis	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_084096.1	nubilus	Notropis	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
OR552084.1	nubilus	Notropis	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_084098.1	boops	Notropis	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
OR552087.1	boops	Notropis	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
AP012100.1	telescopus	Notropis	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_033940.1	telescopus	Notropis	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
MW300340.1	placitus	Hybognathus	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_056959.1	placitus	Hybognathus	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
MT501377.1	amarus	Hybognathus	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_054260.1	amarus	Hybognathus	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_031567.1	nuchalis	Hybognathus	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
AP011273.1	nuchalis	Hybognathus	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
AP012085.1	emiliae	Opsopoeodus	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_033926.1	emiliae	Opsopoeodus	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_033941.1	notatus	Pimephales	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
AP012101.1	notatus	Pimephales	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
KT278765.1	promelas	Pimephales	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_028087.1	promelas	Pimephales	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_062604.1	tenellus	Pimephales	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
OM718774.1	tenellus	Pimephales	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
AP012088.1	lineapunctata	Hybopsis	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_033929.1	lineapunctata	Hybopsis	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_083968.1	amblops	Hybopsis	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
OR501899.1	amblops	Hybopsis	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_080907.1	amnis	Hybopsis	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
OR002148.1	amnis	Hybopsis	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_037009.1	heterolepis	Notropis	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
MG570413.1	heterolepis	Notropis	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
AP012097.1	bifrenatus	Notropis	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_033938.1	bifrenatus	Notropis	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
AP012094.1	umbratilis	Lythrurus	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_033935.1	umbratilis	Lythrurus	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
AP012091.1	ardens	Lythrurus	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_033932.1	ardens	Lythrurus	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
AP012093.1	lirus	Lythrurus	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_033934.1	lirus	Lythrurus	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_033933.1	fumeus	Lythrurus	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
AP012092.1	fumeus	Lythrurus	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
OR552079.1	buccata	Notropis	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_084094.1	buccata	Notropis	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_084090.1	pilsbryi	Luxilus	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
OR552069.1	pilsbryi	Luxilus	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
OR002153.1	zonatus	Luxilus	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_080909.1	zonatus	Luxilus	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_033923.1	chrysocephalus	Luxilus	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
AP012079.1	chrysocephalus	Luxilus	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_033931.1	cornutus	Luxilus	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
AP012090.1	cornutus	Luxilus	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_084093.1	percobromus	Notropis	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
OR552074.1	percobromus	Notropis	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_054262.1	jemezanus	Notropis	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
MT501384.1	jemezanus	Notropis	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_087863.1	oxyrhynchus	Notropis	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
PP467616.1	oxyrhynchus	Notropis	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_033925.1	atherinoides	Notropis	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
AP012083.1	atherinoides	Notropis	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_080906.1	volucellus	Notropis	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
OR002146.1	volucellus	Notropis	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
OR031099.1	girardi	Notropis	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_080895.1	girardi	Notropis	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_087864.1	buccula	Notropis	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
PP467618.1	buccula	Notropis	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
ON840112.1	chlorocephalus	Notropis	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_066828.1	chlorocephalus	Notropis	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
NC_033947.1	chrosomus	Notropis	.	Leuciscidae	Cypriniformes	Actinopterygii	Chordata	Metazoa	complete
